federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
66914.58,813961.58,66914.58,66914.58,813961.58,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,145612.66,0.0,0.0,735612.66,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
11434.34,157047.0,11434.34,11434.34,747047.0,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,145612.66,0.0,145000.0,290612.66,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,43243.21,0.0,0.0,43243.21,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,LABOR HOURS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-149509.34,109289.89,-149509.34,-149509.34,109289.89,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
45150.0,258799.23,45150.0,0.0,258799.23,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,258799.23,0.0,0.0,258799.23,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
14333.33,14175.84,14333.33,14333.33,14175.84,2019,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE COLLECTION,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,610047.03,0.0,0.0,735197.03,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC FOR AIR  RAD (OAR) (FUNDING),SEPARATION SYSTEMS INC,GULF BREEZE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
34325.0,610047.03,34325.0,0.0,735197.03,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC FOR AIR  RAD (OAR) (FUNDING),SEPARATION SYSTEMS INC,GULF BREEZE,FLORIDA,ANN ARBOR,MI,FIRM FIXED PRICE,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,575722.03,0.0,0.0,735197.03,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC FOR AIR  RAD (OAR) (FUNDING),SEPARATION SYSTEMS INC,GULF BREEZE,FLORIDA,ANN ARBOR,MI,FIRM FIXED PRICE,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
204409.32,2400854.64,204409.32,204409.32,2417004.64,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"ZERO WASTE SOLUTIONS, INC",CONCORD,CALIFORNIA,EDISON,NJ,FIRM FIXED PRICE,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
15718.0,65169.0,15718.0,15718.0,65169.0,2019,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,BOSTON,MA,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,831967.88,366300.0,0.0,1125167.88,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
109000.0,831967.88,0.0,0.0,1125167.88,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
200000.0,722967.88,0.0,0.0,1125167.88,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
62790.54,48874.5,62790.54,62790.54,48874.5,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,154955.87,0.0,0.0,154955.87,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,REPAIR OR ALTERATION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,12305.88,0.0,0.0,12305.88,2019,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LAS VEGAS,NV,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-400.0,12305.88,-400.0,-400.0,12305.88,2019,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LAS VEGAS,NV,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-57543.42,225624.05,0.0,0.0,1273607.88,2019,RTP PROC OPS DIVISION (RTPPOD),OFC FOR AIR  RAD (OAR) (FUNDING),CHITRA PRODUCTIONS LLC,VIRGINIA BEACH,VIRGINIA,DURHAM,NC,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,MOTION PICTURE AND VIDEO PRODUCTION,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
0.0,225624.05,273602.64,0.0,1273607.88,2019,RTP PROC OPS DIVISION (RTPPOD),OFC FOR AIR  RAD (OAR) (FUNDING),CHITRA PRODUCTIONS LLC,VIRGINIA BEACH,VIRGINIA,DURHAM,NC,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,MOTION PICTURE AND VIDEO PRODUCTION,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
0.0,753584.03,0.0,0.0,753584.03,2019,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
-451.34,44538.92,-451.34,-451.34,44538.92,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"ACCURA ENGINEERING AND CONSULTING SERVICES, INC.",ATLANTA,GEORGIA,ATLANTA,GA,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,150000.0,0.0,0.0,150000.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
-7992.31,745404.89,0.0,-689802.18,951750.85,2019,HQ PROC OPS DIVISION (HPOD),OFC RESEARCH  DEV (ORD) (FUNDING),"CODE PLUS, INC.",FAIRFAX,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,753397.2,0.0,0.0,1641553.03,2019,HQ PROC OPS DIVISION (HPOD),OFC RESEARCH  DEV (ORD) (FUNDING),"CODE PLUS, INC.",FAIRFAX,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
36105.44,50728.79,36105.44,36105.44,50728.79,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
11894.56,48000.0,11894.56,11894.56,48000.0,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,50793.72,0.0,0.0,50793.72,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
2793.72,50793.72,2793.72,2793.72,50793.72,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,48000.0,0.0,0.0,48000.0,2019,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
375000.0,1757959.19,375000.0,375000.0,1757959.19,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
21343.55,2708442.46,0.0,0.0,2748586.73,2019,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),JYG INNOVATIONS LLC,DAYTON,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-39835.56,2708442.46,0.0,0.0,2748586.73,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),JYG INNOVATIONS LLC,DAYTON,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2708442.46,21343.55,21343.55,2748586.73,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),JYG INNOVATIONS LLC,DAYTON,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
10000.0,30000.0,23356.52,0.0,69633.72,2019,HQ PROC OPS DIVISION (HPOD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
10000.0,37945.53,0.0,0.0,67579.25,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-2054.47,27945.53,-2054.47,-2054.47,67579.25,2019,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,130390.0,0.0,0.0,130390.0,2019,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
86036.0,641009.0,86036.0,536036.0,1828065.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
388450.0,1029459.0,388450.0,0.0,1828065.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-126032.0,554973.0,-126032.0,-126032.0,1292029.0,2019,HQ PROC OPS DIVISION (HPOD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2019,CINCINNATI PROC OPS DIVISION (CPOD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
83418.72,411415.24,83418.72,0.0,411415.24,2019,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,FIRM FIXED PRICE,IT AND TELECOM- DATA ENTRY,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
19368.12,19368.12,19368.12,26144.53,26144.53,2019,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),FOUR LLC,CENTREVILLE,VIRGINIA,CHICAGO,IL,FIRM FIXED PRICE,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,PARTNERSHIP,f,t,f,f
32157.0,257256.0,32157.0,32157.0,257256.0,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),ANVAYA SOLUTIONS INC,FOLSOM,CALIFORNIA,SAN FRANCISCO,CA,FIRM FIXED PRICE,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,ALL OTHER INFORMATION SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
19294.2,276550.2,19294.2,19294.2,276550.2,2019,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),ANVAYA SOLUTIONS INC,FOLSOM,CALIFORNIA,SAN FRANCISCO,CA,FIRM FIXED PRICE,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,ALL OTHER INFORMATION SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
